company_id,type,rule_id,text,confidence_pct
COALINDIA,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,100.0
COALINDIA,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,90.5
COALINDIA,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,60.4
COALINDIA,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
COALINDIA,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
COALINDIA,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,96.1
COALINDIA,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
COALINDIA,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,91.7
COALINDIA,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
COALINDIA,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,64.9
DABUR,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,61.5
DABUR,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
DABUR,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
DABUR,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,78.9
DIVISLAB,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,100.0
DIVISLAB,con,CON-09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,100.0
DIVISLAB,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
DIVISLAB,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,66.3
DLF,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,100.0
DLF,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,81.7
DLF,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
DLF,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
DLF,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
DLF,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,76.1
DLF,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,71.1
DLF,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,67.7
DMART,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,97.4
DMART,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
DMART,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80.6
DMART,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,74.6
DMART,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,69.9
DMART,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.9
DRREDDY,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,64.0
DRREDDY,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
DRREDDY,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
DRREDDY,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,93.5
DRREDDY,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,83.6
DRREDDY,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
DRREDDY,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,66.8
DRREDDY,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,66.6
EICHERMOT,con,CON-FALLBACK,"No red flags were identified among the standard risk checks in this model; this does not constitute an assessment of valuation, governance, or macro risk",61.0
EICHERMOT,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.5
EICHERMOT,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
EICHERMOT,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,92.1
EICHERMOT,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
EICHERMOT,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,66.6
EICHERMOT,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,62.4
GAIL,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,82.8
GAIL,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
GODREJCP,con,CON-09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,100.0
GODREJCP,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,94.0
GODREJCP,con,CON-04,Company reported a net loss in the most recent financial year,90.0
GODREJCP,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,69.3
GODREJCP,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
GRASIM,con,CON-09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,100.0
GRASIM,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.7
GRASIM,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,61.4
GRASIM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
GRASIM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
GRASIM,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,93.9
GRASIM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,78.6
HAL,con,CON-FALLBACK,"No red flags were identified among the standard risk checks in this model; this does not constitute an assessment of valuation, governance, or macro risk",61.0
HAL,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
HAL,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
HAL,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
HAL,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,91.0
HAL,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,74.2
HAL,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,73.0
HAL,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,70.3
HAVELLS,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,60.4
HAVELLS,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
HAVELLS,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,68.0
HCLTECH,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,69.8
HCLTECH,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,64.0
HCLTECH,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
HCLTECH,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
HCLTECH,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,66.7
HCLTECH,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,64.7
HDFCBANK,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86.0
HDFCBANK,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,71.9
HDFCBANK,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,62.6
HDFCBANK,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HDFCBANK,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,91.1
HDFCBANK,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,78.5
HDFCBANK,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,67.7
HDFCBANK,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,67.7
HDFCBANK,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,61.1
HDFCLIFE,con,CON-FALLBACK,"No red flags were identified among the standard risk checks in this model; this does not constitute an assessment of valuation, governance, or macro risk",61.0
HDFCLIFE,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HDFCLIFE,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
HDFCLIFE,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,76.4
HDFCLIFE,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,68.9
HEROMOTOCO,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,74.2
HEROMOTOCO,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,71.4
HEROMOTOCO,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HEROMOTOCO,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
HEROMOTOCO,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,85.8
HEROMOTOCO,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
HINDALCO,con,CON-09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,100.0
HINDALCO,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,68.6
HINDALCO,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HINDALCO,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
HINDALCO,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,69.9
HINDUNILVR,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,60.3
HINDUNILVR,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HINDUNILVR,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
HINDUNILVR,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,90.9
HINDUNILVR,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
HINDUNILVR,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,66.6
ICICIBANK,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,100.0
